person_age,gender,marital_status,income,no.of_dependents,person_emp_length,employment_stability,person_home_ownership,home_value,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,assets_worth,debt-asset_ratio,debt-income_ratio,tax,no.of _credit _cards,creditcard_usage%,cb_person_default_on_file,c_ length,defaulted_90d,defaulted_180d,defaulted_365d
22,Female,Un-Married,41800,4,3,2,MORTGAGE,5152879,VENTURE,A,3100,6.76,0,8380911,0.04%,7.00%,7,0,7,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,41820,6,4,2,MORTGAGE,6634318,PERSONAL,A,2500,6.91,0,6815494,0.04%,6.00%,7,1,69,N,3,Non-def,Non-def,Non-def
21,Female,Un-Married,120000,0,2,2,RENT,-,DEBTCONSOLIDATION,B,10000,11.71,0,1762342,0.57%,8.00%,15,2,70,N,3,Non-def,Non-def,Non-def
21,Male,Un-Married,120000,4,4,2,RENT,-,DEBTCONSOLIDATION,B,10000,9.99,0,6611328,0.15%,8.00%,15,1,22,N,3,Non-def,Non-def,Non-def
26,Female,Married,120000,0,11,3,RENT,-,HOMEIMPROVEMENT,C,10000,12.68,0,7063124,0.14%,8.00%,15,3,60,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,35941,0,7,3,MORTGAGE,5177169,HOMEIMPROVEMENT,C,3500,13.35,1,6796450,0.05%,10.00%,7,3,43,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,120000,5,3,2,RENT,-,MEDICAL,A,10000,7.88,0,1126432,0.89%,8.00%,15,0,33,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,120000,5,4,2,RENT,-,HOMEIMPROVEMENT,C,10000,13.61,0,4807664,0.21%,8.00%,15,0,9,Y,4,N,N,Y
23,Female,Un-Married,91800,0,7,3,RENT,-,MEDICAL,B,10000,,1,2367635,0.42%,9.00%,15,2,17,N,4,Non-def,Non-def,Non-def
25,Female,Married,120000,5,3,2,RENT,-,DEBTCONSOLIDATION,A,10000,9.32,0,7642051,0.13%,8.00%,15,1,21,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,120000,4,0,1,RENT,-,DEBTCONSOLIDATION,C,10000,11.66,0,7316462,0.14%,8.00%,15,3,66,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,4,5,2,MORTGAGE,9567828,DEBTCONSOLIDATION,A,19200,7.9,0,5522662,0.35%,46.00%,7,3,57,N,2,Non-def,Non-def,Non-def
26,Female,Married,122500,2,1,1,RENT,-,MEDICAL,B,10000,10.65,0,3503408,0.29%,8.00%,15,3,63,N,3,Non-def,Non-def,Non-def
25,Female,Married,42000,2,,1,MORTGAGE,8374028,DEBTCONSOLIDATION,B,3000,9.91,0,2857025,0.11%,7.00%,7,2,0,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,124000,0,2,2,RENT,-,PERSONAL,C,10000,14.27,0,5185931,0.19%,8.00%,15,0,37,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,2,1,1,MORTGAGE,6959978,PERSONAL,C,10500,14.65,0,5872140,0.18%,25.00%,7,3,53,N,2,Non-def,Non-def,Non-def
26,Male,Married,125000,5,6,3,RENT,-,VENTURE,A,10000,7.49,0,4863837,0.21%,8.00%,15,2,51,N,2,Non-def,Non-def,Non-def
25,Male,Married,130000,2,7,3,RENT,-,HOMEIMPROVEMENT,A,10000,7.49,0,8510756,0.12%,8.00%,15,1,23,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,36000,0,6,3,MORTGAGE,6750014,DEBTCONSOLIDATION,B,4000,12.69,1,7915837,0.05%,11.00%,7,3,53,N,4,Non-def,Non-def,Non-def
21,Male,Un-Married,36000,3,2,2,MORTGAGE,6542566,MEDICAL,C,5000,14.27,1,1867311,0.27%,14.00%,7,3,56,Y,2,N,Y,Y
25,Female,Married,42000,3,9,3,MORTGAGE,4273045,HOMEIMPROVEMENT,B,12000,9.91,0,2657749,0.45%,29.00%,7,0,62,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,1,0,1,MORTGAGE,8321678,PERSONAL,D,6000,16.77,0,1724444,0.35%,14.00%,7,3,68,N,3,Non-def,Non-def,Non-def
25,Male,Married,42000,4,1,1,MORTGAGE,4227194,VENTURE,A,13975,8.9,0,2021696,0.69%,33.00%,7,2,37,N,4,Non-def,Non-def,Non-def
25,Female,Married,132000,6,4,2,RENT,-,HOMEIMPROVEMENT,C,10000,12.84,0,7137552,0.14%,8.00%,15,1,41,Y,3,Y,Y,Y
22,Female,Un-Married,42000,5,6,3,MORTGAGE,8131965,EDUCATION,C,15000,13.49,0,1593769,0.94%,36.00%,7,1,6,Y,4,N,N,Y
22,Female,Un-Married,140000,4,0,1,RENT,-,EDUCATION,B,10000,9.99,0,8717999,0.11%,7.00%,15,0,23,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,140000,6,0,1,RENT,-,HOMEIMPROVEMENT,B,10000,11.14,0,5678500,0.18%,7.00%,15,0,57,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,5,5,2,MORTGAGE,9501360,EDUCATION,A,4900,6.03,0,6369832,0.08%,12.00%,7,2,23,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,5,8,3,OWN,6408440,EDUCATION,A,8000,6.62,0,2871567,0.28%,19.00%,7,0,38,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,42000,6,5,2,MORTGAGE,9093793,VENTURE,A,5400,6.03,0,6938598,0.08%,13.00%,7,1,0,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,1,6,3,OWN,7181617,VENTURE,A,4800,,0,4960737,0.10%,11.00%,7,1,38,N,3,Non-def,Non-def,Non-def
26,Male,Married,145000,5,1,1,RENT,-,HOMEIMPROVEMENT,B,10000,10.99,0,4541239,0.22%,7.00%,15,1,4,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,3,,1,MORTGAGE,6650546,VENTURE,B,3500,9.91,0,6792052,0.05%,8.00%,7,3,50,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,1,3,2,MORTGAGE,9149340,EDUCATION,A,8675,7.51,0,7339488,0.12%,21.00%,7,3,56,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,157500,4,1,1,RENT,-,EDUCATION,B,10000,12.69,0,8089368,0.12%,6.00%,15,1,58,N,2,Non-def,Non-def,Non-def
25,Male,Married,42000,2,6,3,OWN,4860340,EDUCATION,A,18000,,0,7181752,0.25%,43.00%,7,3,3,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,160000,5,0,1,RENT,-,VENTURE,A,10000,8.94,0,1689982,0.59%,6.00%,15,1,16,N,3,Non-def,Non-def,Non-def
25,Female,Married,153000,5,9,3,RENT,-,DEBTCONSOLIDATION,D,10000,14.96,1,7612312,0.13%,7.00%,15,1,27,Y,4,Y,Y,Y
24,Male,Un-Married,165000,4,2,2,RENT,-,PERSONAL,B,10000,9.2,0,1825821,0.55%,6.00%,15,3,12,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,0,6,3,MORTGAGE,7349508,MEDICAL,A,3125,8.9,0,1002264,0.31%,7.00%,7,3,54,N,3,Non-def,Non-def,Non-def
25,Female,Married,175000,4,4,2,RENT,-,HOMEIMPROVEMENT,D,10000,15.05,0,1336612,0.75%,6.00%,15,3,55,Y,4,Y,Y,Y
24,Male,Un-Married,238000,1,2,2,RENT,-,VENTURE,D,10000,13.67,1,8076186,0.12%,4.00%,15,1,15,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,3,7,3,MORTGAGE,9674684,DEBTCONSOLIDATION,B,9350,12.69,0,5183634,0.18%,22.00%,7,1,66,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,42000,5,,1,MORTGAGE,5233849,VENTURE,A,8000,6.62,0,5046520,0.16%,19.00%,7,3,22,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,24148,0,1,1,RENT,-,EDUCATION,B,9975,11.48,1,5931324,0.17%,41.00%,5,2,27,N,4,Non-def,Non-def,Non-def
22,Male,Un-Married,29004,0,,1,RENT,-,EDUCATION,B,9975,,1,2697343,0.37%,34.00%,7,0,39,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,46000,0,2,2,RENT,-,VENTURE,C,9975,13.11,0,5837934,0.17%,22.00%,7,1,22,Y,3,Y,Y,Y
22,Male,Un-Married,60000,6,6,3,RENT,-,VENTURE,B,9975,11.48,0,3778047,0.26%,17.00%,10,1,53,N,4,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,6,6,3,MORTGAGE,4582796,MEDICAL,A,3000,6.03,0,6327234,0.05%,7.00%,7,3,4,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,65000,5,0,1,RENT,-,VENTURE,A,9975,7.51,0,4598763,0.22%,15.00%,10,0,62,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,0,5,2,OWN,8601501,VENTURE,A,6500,6.03,0,2140205,0.30%,15.00%,7,0,5,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,72000,5,0,1,RENT,-,VENTURE,B,9975,10.99,0,5263623,0.19%,14.00%,10,1,31,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,0,6,3,OWN,8296230,PERSONAL,A,10000,6.03,0,8854275,0.11%,24.00%,7,1,16,N,2,Non-def,Non-def,Non-def
25,Female,Married,42000,5,9,3,MORTGAGE,7021229,EDUCATION,A,9100,,0,4914196,0.19%,22.00%,7,2,49,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,83200,5,6,3,RENT,-,DEBTCONSOLIDATION,C,9975,,0,3907721,0.26%,12.00%,15,1,28,N,3,Non-def,Non-def,Non-def
25,Male,Married,26880,5,1,1,RENT,-,VENTURE,C,4900,14.26,0,7150578,0.07%,18.00%,7,2,60,Y,4,Y,Y,Y
21,Female,Un-Married,42000,0,5,2,OWN,8972251,EDUCATION,D,5000,17.49,0,3355541,0.15%,12.00%,7,3,44,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,26400,0,6,3,RENT,-,EDUCATION,B,9900,11.71,1,6416085,0.15%,38.00%,7,3,17,N,4,Non-def,Non-def,Non-def
22,Male,Un-Married,30000,0,4,2,RENT,-,VENTURE,A,9875,7.29,1,4807093,0.21%,33.00%,7,1,22,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,2,7,3,MORTGAGE,9101630,EDUCATION,B,8000,10.99,0,5062988,0.16%,19.00%,7,0,52,N,4,Non-def,Non-def,Non-def
26,Female,Married,28000,4,5,2,RENT,-,VENTURE,A,9800,7.29,1,2888543,0.34%,35.00%,7,2,23,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,33000,0,,1,RENT,-,DEBTCONSOLIDATION,C,9800,,1,1258770,0.78%,30.00%,7,3,44,N,2,Non-def,Non-def,Non-def
25,Male,Married,36000,2,3,2,RENT,-,EDUCATION,B,9800,10.36,0,8775535,0.11%,27.00%,7,0,57,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,48000,1,7,3,RENT,-,DEBTCONSOLIDATION,A,9800,7.88,0,2330305,0.42%,20.00%,7,3,9,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,44000,0,7,3,RENT,-,EDUCATION,A,9800,7.51,1,1926058,0.51%,22.00%,7,3,62,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,5,4,2,MORTGAGE,7126704,HOMEIMPROVEMENT,A,12000,6.99,0,3556503,0.34%,29.00%,7,1,20,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,44000,5,7,3,RENT,-,MEDICAL,C,9800,13.11,1,2931464,0.33%,22.00%,7,2,55,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,42000,5,8,3,MORTGAGE,9490174,PERSONAL,B,1000,11.49,0,5919193,0.02%,2.00%,7,3,20,N,4,Non-def,Non-def,Non-def
26,Female,Married,36000,5,3,2,MORTGAGE,4955355,EDUCATION,B,11000,10.59,1,8067911,0.14%,31.00%,7,0,18,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,53500,6,0,1,RENT,-,HOMEIMPROVEMENT,A,9800,6.17,0,7031022,0.14%,18.00%,10,2,14,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,60000,0,4,2,RENT,-,EDUCATION,C,9800,13.49,0,1009821,0.97%,16.00%,10,2,3,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,60000,6,4,2,RENT,-,PERSONAL,B,9800,,0,7395824,0.13%,16.00%,10,1,65,N,3,Non-def,Non-def,Non-def
25,Male,Married,60000,4,4,2,RENT,-,PERSONAL,A,9800,,0,3038770,0.32%,16.00%,10,1,14,N,3,Non-def,Non-def,Non-def
24,Male,Un-Married,82500,6,8,3,RENT,-,MEDICAL,A,9800,7.51,0,1289413,0.76%,12.00%,15,2,57,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,66300,6,7,3,RENT,-,MEDICAL,D,9800,15.7,1,4168511,0.24%,13.00%,10,3,66,Y,2,Y,Y,Y
22,Male,Un-Married,42000,3,3,2,OWN,9689365,VENTURE,A,7000,,0,3795082,0.18%,17.00%,7,0,13,N,3,Non-def,Non-def,Non-def
26,Female,Married,93000,5,7,3,RENT,-,HOMEIMPROVEMENT,B,9800,10.25,0,6526499,0.15%,11.00%,15,0,34,N,4,Non-def,Non-def,Non-def
25,Female,Married,42000,2,2,2,MORTGAGE,6340377,EDUCATION,C,7200,14.79,0,8197916,0.09%,17.00%,7,3,33,Y,2,Y,Y,Y
26,Male,Married,107000,6,2,2,RENT,-,MEDICAL,A,9800,8.9,0,8444655,0.12%,9.00%,15,2,37,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,36000,1,7,3,MORTGAGE,4459796,HOMEIMPROVEMENT,B,6725,11.49,1,4258883,0.16%,19.00%,7,3,17,N,2,Non-def,Non-def,Non-def
21,Female,Un-Married,42000,1,5,2,MORTGAGE,7071076,EDUCATION,C,7000,15.23,0,1836871,0.38%,17.00%,7,2,18,Y,4,Y,Y,Y
23,Male,Un-Married,36504,3,0,1,RENT,-,EDUCATION,C,4900,12.68,0,7369189,0.07%,13.00%,7,3,49,N,2,Non-def,Non-def,Non-def
25,Male,Married,32400,1,2,2,RENT,-,MEDICAL,B,4900,11.49,1,7162870,0.07%,15.00%,7,0,33,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,42000,2,2,2,RENT,-,EDUCATION,C,4900,14.72,0,5750679,0.09%,12.00%,7,1,51,Y,4,N,N,Y
22,Male,Un-Married,42000,2,6,3,MORTGAGE,6045289,EDUCATION,C,14750,12.99,0,7968113,0.19%,35.00%,7,0,37,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,42000,6,6,3,MORTGAGE,7966626,EDUCATION,C,6000,12.99,0,6433524,0.09%,14.00%,7,2,66,Y,2,Y,Y,Y
22,Female,Un-Married,42000,0,5,2,MORTGAGE,7941389,VENTURE,A,5000,6.99,0,1091209,0.46%,12.00%,7,2,24,N,4,Non-def,Non-def,Non-def
26,Female,Married,36000,4,1,1,MORTGAGE,6234466,HOMEIMPROVEMENT,B,4500,10.59,1,4881666,0.09%,13.00%,7,0,13,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,50000,5,0,1,RENT,-,EDUCATION,A,4900,8.49,0,4290063,0.11%,10.00%,10,1,8,N,3,Non-def,Non-def,Non-def
21,Male,Un-Married,50000,3,5,2,RENT,-,EDUCATION,A,4900,8.94,0,5978619,0.08%,10.00%,10,3,28,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,51630,3,0,1,RENT,-,MEDICAL,B,4900,9.99,0,4801774,0.10%,9.00%,10,1,46,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,54096,5,2,2,RENT,-,PERSONAL,B,4900,,0,1971111,0.25%,9.00%,10,0,52,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,5,7,3,MORTGAGE,6868915,VENTURE,A,8000,5.42,0,7256474,0.11%,19.00%,7,0,18,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,69600,0,8,3,RENT,-,PERSONAL,B,4900,9.99,0,8906184,0.06%,7.00%,10,2,51,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,5,7,3,MORTGAGE,5723765,PERSONAL,C,12000,15.23,0,8161005,0.15%,29.00%,7,0,46,Y,3,N,N,Y
21,Female,Un-Married,42000,5,5,2,OWN,5538621,MEDICAL,B,8000,9.99,0,6405494,0.12%,19.00%,7,1,16,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,74000,2,1,1,RENT,-,PERSONAL,C,4900,12.87,0,2126883,0.23%,7.00%,10,1,47,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,107000,0,2,2,RENT,-,DEBTCONSOLIDATION,A,4900,8.94,0,6529917,0.08%,5.00%,15,2,54,N,2,Non-def,Non-def,Non-def
25,Female,Married,13296,2,,1,RENT,-,HOMEIMPROVEMENT,B,4950,9.63,1,5606196,0.09%,37.00%,5,1,51,N,3,Non-def,Non-def,Non-def
22,Female,Un-Married,15000,2,3,2,RENT,-,PERSONAL,A,4950,8.9,1,7182276,0.07%,33.00%,5,1,23,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,0,9,3,MORTGAGE,8974808,PERSONAL,A,11000,5.42,0,1942958,0.57%,26.00%,7,1,68,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,0,2,2,MORTGAGE,4871256,PERSONAL,A,10000,7.49,0,5040756,0.20%,24.00%,7,2,14,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,36000,2,5,2,MORTGAGE,8974369,MEDICAL,C,4000,15.23,1,1461759,0.27%,11.00%,7,0,25,Y,3,N,Y,Y
22,Female,Un-Married,34000,0,3,2,RENT,-,DEBTCONSOLIDATION,A,4975,7.51,1,5628843,0.09%,15.00%,7,1,37,N,2,Non-def,Non-def,Non-def
24,Female,Un-Married,75000,5,0,1,RENT,-,DEBTCONSOLIDATION,A,4975,6.76,0,5038506,0.10%,7.00%,15,0,50,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,95000,0,0,1,RENT,-,MEDICAL,A,4975,6.17,0,8848503,0.06%,5.00%,15,2,38,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,42000,6,0,1,OWN,7528232,PERSONAL,A,6000,5.42,0,2471957,0.24%,14.00%,7,1,49,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,27972,1,6,3,RENT,-,VENTURE,A,5000,8.94,0,5238229,0.10%,18.00%,7,1,56,N,3,Non-def,Non-def,Non-def
22,Female,Un-Married,27996,1,1,1,RENT,-,VENTURE,E,5000,17.51,1,7432130,0.07%,18.00%,7,1,66,N,4,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,3,4,2,MORTGAGE,6119556,VENTURE,B,1200,11.49,0,6681543,0.02%,3.00%,7,1,29,N,3,Non-def,Non-def,Non-def
22,Male,Un-Married,27996,1,4,2,RENT,-,MEDICAL,C,5000,,0,4537221,0.11%,18.00%,7,0,6,Y,3,N,Y,Y
24,Female,Un-Married,42000,3,8,3,MORTGAGE,4734209,HOMEIMPROVEMENT,D,2500,15.28,0,8544461,0.03%,6.00%,7,2,6,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,28000,3,4,2,RENT,-,DEBTCONSOLIDATION,C,5000,13.72,1,8449752,0.06%,18.00%,7,0,55,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,28000,4,0,1,RENT,-,MEDICAL,C,5000,11.78,0,7092615,0.07%,18.00%,7,0,24,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,28000,6,0,1,RENT,-,MEDICAL,A,5000,7.68,0,4744165,0.11%,18.00%,7,0,21,N,3,Non-def,Non-def,Non-def
25,Male,Married,28800,1,0,1,RENT,-,EDUCATION,A,5000,8.9,0,3457368,0.14%,17.00%,7,0,1,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,28800,1,6,3,RENT,-,EDUCATION,A,5000,6.91,0,5452467,0.09%,17.00%,7,2,44,N,2,Non-def,Non-def,Non-def
23,Male,Un-Married,28800,5,0,1,RENT,-,EDUCATION,B,5000,11.49,0,2631789,0.19%,17.00%,7,3,24,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,5,8,3,MORTGAGE,6643281,MEDICAL,B,7600,6,0,1280558,0.59%,18.00%,7,0,5,N,2,Non-def,Non-def,Non-def
22,Female,Un-Married,42000,4,4,2,MORTGAGE,4173973,PERSONAL,A,7050,,0,2062043,0.34%,17.00%,7,2,64,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,28800,4,2,2,RENT,-,VENTURE,C,5000,13.11,0,7332151,0.07%,17.00%,7,2,36,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,29100,1,3,2,RENT,-,EDUCATION,D,5000,14.84,0,2016585,0.25%,17.00%,7,1,42,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,29120,0,0,1,RENT,-,EDUCATION,B,5000,10.99,0,6963056,0.07%,17.00%,7,3,14,N,4,Non-def,Non-def,Non-def
23,Female,Un-Married,29730,4,2,2,RENT,-,DEBTCONSOLIDATION,A,5000,7.66,0,8292578,0.06%,17.00%,7,3,17,N,4,Non-def,Non-def,Non-def
22,Female,Un-Married,29865,2,6,3,RENT,-,EDUCATION,B,5000,11.12,1,8497916,0.06%,17.00%,7,1,7,N,3,Non-def,Non-def,Non-def
21,Male,Un-Married,42000,5,1,1,MORTGAGE,7543365,DEBTCONSOLIDATION,A,2500,7.29,0,8447728,0.03%,6.00%,7,1,23,N,4,Non-def,Non-def,Non-def
26,Female,Married,30000,1,2,2,RENT,-,EDUCATION,B,5000,12.42,1,3339409,0.15%,17.00%,7,0,46,N,2,Non-def,Non-def,Non-def
25,Female,Married,30000,0,,1,RENT,-,EDUCATION,A,5000,7.9,0,4596426,0.11%,17.00%,7,3,60,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,42000,1,8,3,MORTGAGE,4822151,DEBTCONSOLIDATION,B,22250,11.11,0,8220442,0.27%,53.00%,7,1,5,N,3,Non-def,Non-def,Non-def
24,Female,Un-Married,30000,2,6,3,RENT,-,DEBTCONSOLIDATION,B,5000,12.69,1,1043574,0.48%,17.00%,7,2,40,N,4,Non-def,Non-def,Non-def
26,Female,Married,30000,4,4,2,RENT,-,PERSONAL,C,5000,,0,7920419,0.06%,17.00%,7,3,35,Y,2,Y,Y,Y
23,Female,Un-Married,36000,2,7,3,MORTGAGE,9491630,HOMEIMPROVEMENT,A,10750,,1,8670223,0.12%,30.00%,7,1,29,N,3,Non-def,Non-def,Non-def
22,Female,Un-Married,30000,6,2,2,RENT,-,EDUCATION,C,5000,,0,5674409,0.09%,17.00%,7,3,64,Y,2,N,Y,Y
23,Male,Un-Married,30000,0,,1,RENT,-,HOMEIMPROVEMENT,C,5000,12.99,1,3579692,0.14%,17.00%,7,1,50,Y,2,N,N,Y
22,Female,Un-Married,42000,2,2,2,OWN,8214001,VENTURE,A,9000,7.66,0,7022821,0.13%,21.00%,7,1,44,N,2,Non-def,Non-def,Non-def
26,Male,Married,30000,0,11,3,RENT,-,MEDICAL,B,5000,,0,3886975,0.13%,17.00%,7,0,21,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,30000,6,0,1,RENT,-,HOMEIMPROVEMENT,B,5000,8.88,1,1194424,0.42%,17.00%,7,0,21,N,3,Non-def,Non-def,Non-def
23,Female,Un-Married,30000,3,0,1,RENT,-,EDUCATION,C,5000,,0,5982687,0.08%,17.00%,7,3,22,N,3,Non-def,Non-def,Non-def
25,Male,Married,30000,3,4,2,RENT,-,EDUCATION,B,5000,11.86,0,2288392,0.22%,17.00%,7,1,41,N,2,Non-def,Non-def,Non-def
24,Male,Un-Married,42000,4,7,3,OWN,5895603,VENTURE,A,12000,7.66,0,8478983,0.14%,29.00%,7,2,41,N,3,Non-def,Non-def,Non-def
22,Female,Un-Married,30000,4,0,1,RENT,-,EDUCATION,B,5000,11.49,0,3487924,0.14%,17.00%,7,2,47,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,30000,5,0,1,RENT,-,PERSONAL,B,5000,11.86,0,8566727,0.06%,17.00%,7,3,1,N,2,Non-def,Non-def,Non-def
21,Male,Un-Married,30000,1,0,1,RENT,-,VENTURE,A,5000,8.59,0,5429646,0.09%,17.00%,7,3,48,N,2,Non-def,Non-def,Non-def
21,Female,Un-Married,30000,5,2,2,RENT,-,PERSONAL,D,5000,14.96,1,7700146,0.06%,17.00%,7,3,39,N,2,Non-def,Non-def,Non-def
25,Female,Married,42000,5,9,3,MORTGAGE,4892629,HOMEIMPROVEMENT,B,3250,10,0,2105640,0.15%,8.00%,7,0,65,N,3,Non-def,Non-def,Non-def
21,Male,Un-Married,30000,6,3,2,RENT,-,VENTURE,C,5000,13.92,0,7260622,0.07%,17.00%,7,2,37,N,4,Non-def,Non-def,Non-def
24,Female,Un-Married,30000,4,0,1,RENT,-,EDUCATION,B,5000,11.14,0,2708648,0.18%,17.00%,7,0,13,N,2,Non-def,Non-def,Non-def
21,Male,Un-Married,36000,2,0,1,MORTGAGE,8811627,EDUCATION,A,14000,6.54,1,8295985,0.17%,39.00%,7,3,11,N,4,Non-def,Non-def,Non-def
26,Female,Married,30000,5,7,3,RENT,-,DEBTCONSOLIDATION,D,5000,14.42,1,2860041,0.17%,17.00%,7,0,68,N,4,Non-def,Non-def,Non-def
23,Male,Un-Married,30000,0,0,1,RENT,-,PERSONAL,C,5000,11.59,0,8267169,0.06%,17.00%,7,1,21,Y,4,N,N,Y
22,Male,Un-Married,30000,4,0,1,RENT,-,EDUCATION,B,5000,10.33,0,3102260,0.16%,17.00%,7,1,27,N,3,Non-def,Non-def,Non-def
23,Male,Un-Married,30159,5,0,1,RENT,-,EDUCATION,B,5000,11.12,0,2252571,0.22%,17.00%,7,2,22,N,2,Non-def,Non-def,Non-def
25,Female,Married,42000,3,3,2,MORTGAGE,5070249,HOMEIMPROVEMENT,A,10000,5.42,0,6670168,0.15%,24.00%,7,2,26,N,2,Non-def,Non-def,Non-def
22,Male,Un-Married,42000,2,0,1,OWN,4952901,EDUCATION,C,12000,,0,2756604,0.44%,29.00%,7,2,8,N,4,Non-def,Non-def,Non-def
22,Male,Un-Married,30900,4,3,2,RENT,-,VENTURE,B,5000,10,0,4173724,0.12%,16.00%,7,2,68,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,42000,4,2,2,MORTGAGE,9953791,VENTURE,A,1500,6.17,0,5360047,0.03%,4.00%,7,3,15,N,3,Non-def,Non-def,Non-def
26,Female,Married,31000,3,4,2,RENT,-,EDUCATION,D,5000,14.96,0,6146815,0.08%,16.00%,7,0,50,Y,3,N,N,Y
22,Male,Un-Married,31000,1,2,2,RENT,-,MEDICAL,B,5000,10.62,0,3239293,0.15%,16.00%,7,2,31,N,4,Non-def,Non-def,Non-def
25,Male,Married,31000,1,0,1,RENT,-,PERSONAL,A,5000,8.94,0,7853988,0.06%,16.00%,7,2,10,N,2,Non-def,Non-def,Non-def
26,Female,Married,31200,6,8,3,RENT,-,EDUCATION,A,5000,8.63,0,5538746,0.09%,16.00%,7,2,38,N,2,Non-def,Non-def,Non-def
22,Female,Un-Married,31404,2,0,1,RENT,-,PERSONAL,A,5000,7.51,0,8134765,0.06%,16.00%,7,2,39,N,3,Non-def,Non-def,Non-def
25,Male,Married,42000,2,,1,MORTGAGE,9486280,VENTURE,B,3500,10.36,0,6237041,0.06%,8.00%,7,0,30,N,2,Non-def,Non-def,Non-def
23,Female,Un-Married,31920,0,0,1,RENT,-,DEBTCONSOLIDATION,A,5000,8,0,6326137,0.08%,16.00%,7,2,45,N,3,Non-def,Non-def,Non-def
